id,accommodates,latitude,longitude,kmeans_cluster,sub_cluster
A619536051507944985,1,34.233669,-118.53051,3,3
A624814887510709675,4,34.15161,-118.41411,19,19
A624892270398128905,4,34.06308,-118.36098,0,0_3
A624951177764729121,1,34.00754,-117.89951,15,15
A625046620817108238,2,34.19024,-118.59202,28,28
A625067206074493031,4,34.09998,-118.31609,21,21_1
A625181973865074390,3,34.00987,-118.42326,4,4
A625222241671712220,6,34.041245,-118.38665,0,0_2
A625242922065963318,6,34.04268,-118.38372,0,0_2
A625344223055305551,8,34.70167922973633,-118.15201568603516,32,32
A619563219943776146,1,34.12912,-117.77176,11,11
A619574547555715320,1,34.122524,-117.711815,11,11
A619625445034911296,6,34.03133,-118.34522,27,27
A619653635307389164,1,33.98822,-117.9007,15,15
A623184032121344750,3,34.05276,-118.24277,9,9_0
A623186845249123630,6,33.76296,-118.13376,2,2
A623211786668307708,1,34.02957,-118.42263,4,4
A623256650457663567,6,34.01586,-118.41601,4,4
A623271987615848492,4,34.19786,-118.36989,7,7
A623312474983554325,3,34.0761,-118.25545,9,9_4
A623341705803177638,3,34.142750800253104,-118.2650006045472,12,12
A623396786320577257,2,33.84466,-118.38941,13,13
A623415079263977950,2,34.02116,-118.30488,27,27
A623427857271098803,2,34.1400581,-118.2213894,12,12
A625369250638611137,2,34.14009,-118.1836,31,31
A625404556949105991,8,34.1316,-118.26813,12,12
A625446042137771663,14,34.08242,-118.39806,0,0_1
A625446765662990010,4,33.95616,-118.38545,25,25_2
A625448900873188479,3,33.9721794,-118.4605035,17,17_2
A625464084428162835,4,33.95737,-118.3831,25,25_2
A625478448624892746,7,33.91305980479046,-118.22813717767993,18,18
A625499994394197280,3,33.9845616,-117.8797483,15,15
A625510560643430843,2,33.9912,-117.88422,15,15
A625521514483374888,3,34.17173,-118.42267,19,19
A619654709674835539,10,34.1344,-118.48563,19,19
A623437668025315537,12,34.0318717956543,-118.68424224853516,16,16
A623457363227687364,1,34.0424,-118.46901,29,29_0
A623640351955576657,2,33.7702287,-118.1944189,2,2
A623675421231404452,4,34.0756379,-118.3890618,0,0_1
A623798786737254420,8,34.16381,-118.48352,19,19
A623886225581053730,2,34.08354,-118.28043,9,9_1
A623887721423783672,4,34.09843,-118.37626,0,0_0
A619675105304988540,9,34.1717172,-118.6181248,28,28
A619684574658031788,2,34.1693,-118.56541,28,28
A619721589501555921,5,34.12286,-118.19526,12,12
A623895455219319822,2,33.99668,-118.41736,4,4
A623901928494395786,1,34.18037,-118.64149,28,28
A623932249698709171,1,34.1294,-117.77256,11,11
A623932271862042275,1,34.1277,-117.77241,11,11
A623982571209616709,2,34.055850521861245,-118.3550365763727,0,0_3
A623982899234989677,2,33.85707,-118.39522,13,13
A623983568462702002,6,33.97837,-117.90218,15,15
A623985713141264245,2,33.93702,-118.34665,25,25_0
A624024358164962341,5,33.95569,-118.38359,25,25_2
A624054079227842630,2,34.05684,-118.17542,6,6
A625545841860531310,2,34.22514,-118.56263,3,3
A625602169691626360,2,34.216892,-118.41256,19,19
A625604692578160466,8,34.169334,-118.46212,19,19
A625633076973268048,3,33.83033,-118.31622,20,20
A625736371275558516,1,33.94598,-118.11653,34,34
A625775852207996253,1,34.00893,-117.90134,15,15
A625804113025333655,2,34.04150309999999,-118.2640195,9,9_5
A625903424488783072,6,33.94086,-118.32655,25,25_3
A619814556506607152,4,34.1055,-118.19517,12,12
A624085069574220876,6,34.10275,-118.36361,21,21_0
A624103103023277068,2,34.09981532842834,-118.34865780205212,21,21_2
A624105949457460504,4,34.01801314026979,-118.49825914286426,17,17_0
A624108880609147966,8,33.97813,-117.90332,15,15
A624131989893429408,8,34.09929,-118.04207,1,1
A624148113432837488,9,34.04645,-118.33976,27,27
A624153974230210048,6,34.19003,-118.49299,3,3
A624192497212866956,4,33.97845,-117.90426,15,15
A624202137716921215,4,33.97735,-117.90265,15,15
A624203077001176415,6,34.08881,-118.13703,22,22
A626028514399404220,2,34.058628,-118.4245,29,29_1
A626040598429988024,2,34.04376,-118.25157,9,9_5
A626055144763122941,2,34.01154,-118.48274,17,17_0
A626079842959109463,1,34.02428,-118.50015,17,17_0
A626088668432948627,5,34.0418,-118.34716,27,27
A626103081487668855,2,34.14466,-118.60915,28,28
A626123708219102840,3,34.08797,-118.30767,21,21_1
A626169434804312788,2,34.0864,-118.33712,21,21_2
A626184032046829527,4,33.86298,-118.35249,13,13
A619932868943333503,4,34.037804,-117.757874,11,11
A619984263504432252,4,34.143478,-118.071968,1,1
A620017861154569582,1,34.03679,-117.80553,11,11
A624276781233008388,4,33.93655,-118.34468,25,25_0
A624351161117745426,2,34.20568,-118.5706,28,28
A624507117841334578,2,34.02161,-118.48583,17,17_0
A624519201399499734,3,34.14673,-118.23133,12,12
A624529675580261045,4,34.1187,-118.21713,12,12
A624550693311023787,6,34.08975,-118.1223,22,22
A624575858199878497,6,34.0899,-118.123,22,22
A627648000036817045,2,33.76772,-118.14264,2,2
A627673847567782924,6,33.77602,-118.14378,2,2
A627766887231182917,2,34.074997,-118.031258,1,1
A620168282561141022,2,34.07303,-117.98309,1,1
A620174914389960894,2,34.00726,-118.48495,17,17_0
A620223955870126114,3,34.08848,-118.32482,21,21_1
A627837847078805341,4,34.15032,-118.25687,12,12
A627870177085260152,12,34.23211,-118.52364,3,3
A627921494061602750,6,33.767555,-118.177017,2,2
A627925590320677616,2,34.0460012,-118.2620235,9,9_5
A627928627258155543,2,34.04150309999999,-118.2640195,9,9_5
A628100107315526522,2,34.17499,-118.27499,12,12
A628138513195575842,6,34.03965,-118.30638,27,27
A626214893560430793,5,34.07656,-118.08523,22,22
A626220656229465951,2,33.8266,-118.27084,20,20
A626239718467570944,2,33.9436,-118.30663,25,25_3
A626287470975347550,3,34.17535,-118.45252,19,19
A626291168212777208,2,33.9555,-118.34904,25,25_1
A626355607325528424,16,33.94288,-118.35486,25,25_0
A626670873200919479,6,34.0098,-118.29046,27,27
A626911993594292478,2,34.074997,-118.031258,1,1
A626919327933735706,2,33.85093,-118.13676,34,34
A626948537691969466,4,33.84076,-118.32355,20,20
A620246171858690359,6,33.99405,-118.47473,17,17_1
